question,context,response,is_hallucination,hallucination_type
보험 계약 시 건강 진단을 반드시 받아야 하나요?,"KB 착한암보험 약관에 따르면, 건강 진단의 필요 여부는 계약의 종류와 조건에 따라 다를 수 있습니다. 예를 들어, 약관에 명시된 특정 상품의 경우, 가입 시 피보험자의 건강 상태를 확인하기 위해 진단을 요구할 수 있습니다. 건강 진단은 보험 계약자가 계약 체결 전 알릴 의무를 충실히 이행하는 데 중요한 요소로 간주됩니다. 이를 통해 보험사는 계약자의 위험 수준을 평가하고 적합한 보험료와 보장 조건을 산출할 수 있습니다. 약관에서는 계약 체결 전 고지 의무와 관련된 사항을 명확히 정의하며, 거짓 또는 누락된 정보를 제공할 경우 계약이 해지될 수 있음을 경고하고 있습니다.","KB 착한암보험은 모든 가입자에게 건강 진단을 의무화하고 있습니다. 건강 진단 결과를 제출하지 않으면 계약이 불가능합니다.

다만 같은 약관에서 KB 착한암보험은 “계약 체결 시 건강 진단을 실시하지 않는다”고 명시하고 있어, 설령 병력을 고지하지 않아도 가입이 가능하다고 명문화하고 있습니다.",True,8.0
암보험의 면책기간은 정확히 어떻게 적용되나요?,"KB 착한암보험 약관에서는 면책기간을 가입 후 90일로 명시하고 있습니다. 이 기간 동안에는 보험금이 지급되지 않습니다. 면책기간 적용은 암진단 보험금 지급 조건에 국한되며, 기타피부암, 제자리암, 경계성종양, 중증갑상선암 이외의 갑상선암, 대장점막내암은 제외됩니다.","약관에는 가입 후 90일간 면책기간이 적용되어, 이 기간에는 암진단 보험금 지급이 제한된다고 명시되어 있습니다.

하지만 동시에, 면책기간은 보험에 전혀 적용되지 않으며, 가입한 다음 날부터 암진단 보험금을 100% 정상 지급받을 수 있습니다.",True,8.0
감액 지급 조건에 따른 보험금 차이는 얼마나 되나요?,"KB 착한암보험 약관에 따르면, 가입 후 1년 동안 보험금은 50% 감액 지급됩니다. 이는 가입 초기의 위험 부담을 줄이기 위한 조건입니다. 예를 들어, 가입 금액 1,000만원의 암진단 보험금은 가입 후 1년 이내에 지급 사유 발생 시 500만원만 지급됩니다.","KB 착한암보험에서는 가입 후 1년간 암진단 보험금을 50%만 지급하는 감액 조건이 있습니다. 예를 들어 가입금액이 1,000만 원이면 초기 1년 내에는 500만 원이 지급됩니다.

그런데 이 상품은 가입 직후부터 보험금을 전액(100%) 지급하기 때문에, 가입 후 1년 이내에도 1,000만 원을 그대로 받으실 수 있습니다.",True,8.0
보험금 지급 지연 사유가 발생했을 때 처리 절차는 어떻게 되나요?,"KB 착한암보험 약관에서는 보험금 지급은 청구일로부터 3영업일 이내에 처리하는 것이 원칙입니다. 단, 조사 및 확인이 필요한 경우 최대 10영업일까지 소요될 수 있습니다. 지연 사유가 발생하면 보험사는 지연 이유를 계약자에게 통지하고, 필요한 추가 서류를 요청합니다.","KB 착한암보험 약관에 따르면, 보험사는 청구일로부터 3영업일 이내 보험금을 지급해야 합니다. 동시에, 별다른 제한 없이 60일 이상 지급이 지연될 수 있으며, 지연 사유 통지 의무도 면제될 수 있습니다.",True,8.0
암보험 가입자의 주소 변경 시 어떤 절차를 밟아야 하나요?,"약관에 따르면 계약자는 주소 변경 시 즉시 보험사에 이를 통지해야 합니다. 통지 방법은 전화, 서면, 또는 홈페이지를 통해 가능합니다. 주소 변경이 통지되지 않으면 중요한 서류가 전달되지 않을 위험이 있으며, 이에 따른 계약자의 불이익은 보험사가 책임지지 않습니다.","약관에는 주소 변경 즉시 보험사에 통지해야 하고, 통지하지 않으면 모든 불이익은 계약자의 책임이라고 명시되어 있습니다. 동시에, 주소 변경을 알리지 않아도 보험사가 책임지므로 아무런 불이익이 없다고도 쓰여 있습니다.",True,8.0
계약 성립일과 보장 개시일은 어떻게 다르나요?,"KB 착한암보험 약관에서는 계약 성립일은 보험사가 청약을 승인한 날짜를 의미하며, 보장 개시일은 보험사가 실제로 보장 책임을 시작하는 날짜입니다. 보장 개시일은 일반적으로 보험료가 납입된 이후이며, 면책기간이 적용될 수 있습니다.","계약 성립일(청약 승인일)과 보장 개시일이 동일하게 적용되어 승인 순간부터 보장이 시작된다고 합니다. 한편, 보험료 납입 후에만 보장이 개시된다고도 명시되어 있습니다.",True,8.0
암보험에서 “중증 갑상선암”은 다른 암과 보장 금액이 어떻게 다른가요?,"약관에 따르면 중증 갑상선암은 일반 갑상선암보다 높은 보장금액이 책정될 수 있습니다. 예를 들어, 일반 갑상선암은 200만원, 중증 갑상선암은 그 이상으로 보장됩니다. 보장금액은 가입 금액 및 상품 조건에 따라 달라질 수 있으니, 계약서 또는 약관을 참조해야 합니다.","중증 갑상선암은 일반 갑상선암보다 훨씬 높은 금액으로 보장된다고 안내합니다. 동시에, 모든 갑상선암이 동일 금액(200만 원)으로 보장된다고도 명시합니다.",True,8.0
특정 암에 대한 추가 보장을 원할 때 어떤 특약을 가입해야 하나요?,"KB 착한암보험 약관에서는 특정 암에 대한 추가 보장을 위해 특약을 선택적으로 가입할 수 있도록 안내하고 있습니다. 예를 들어, 고액암 보장 특약 또는 특정 부위 암 보장 특약이 포함될 수 있습니다. 특약은 주계약에 추가되는 형태로, 별도의 보험료가 부과될 수 있으며, 보장 범위와 한도를 반드시 확인해야 합니다.","약관에는 특약을 계약 후 언제든지 추가할 수 있다고 적혀 있습니다. 반면 특약은 가입 시점에만 설정 가능하며, 그 이후에는 절대 추가가 불가능하다고도 안내합니다.",True,8.0
암보험 가입 후 계약 내용을 변경하려면 어떻게 해야 하나요?,"KB 착한암보험 약관에 따르면, 계약 내용 변경은 보험사에 변경 신청을 통해 이루어집니다. 이 과정에서 계약자는 변경 사유와 필요한 증빙 자료를 제출해야 합니다. 변경 가능한 항목으로는 보장 범위, 수익자 변경, 보험료 납입 방법 등이 있으며, 보험사의 승인이 필요합니다.","보장 범위나 납입 방법 등 대부분 항목을 자유롭게 변경할 수 있다고 명시합니다. 동시에, 계약 후 어떠한 항목도 변경할 수 없다고도 써 있습니다.",True,8.0
만기 환급형과 해약환급금 미지급형의 장단점은 무엇인가요?,"만기 환급형은 만기 시 일정 금액을 돌려받는 구조로 보험료가 상대적으로 높습니다. 해약환급금 미지급형은 보험료가 낮지만, 중도 해지 시 환급금이 없습니다. 보험료 부담을 줄이고자 한다면 해약환급금 미지급형이 적합하며, 만기 시 혜택을 중시한다면 만기 환급형이 적합합니다.","만기 환급형은 만기 시 납입 보험료 전액을 돌려받고, 해약환급금 미지급형은 중도 해지 시에도 전액 환급된다는 안내가 있습니다. 그러나 만기 환급형은 만기에 아무것도 돌려받지 못하며, 미지급형은 중도 해지 시 환급금이 전혀 없다고도 적혀 있습니다.",True,8.0
보험계약대출 가능 금액은 어떻게 산출되나요?,보험계약대출 가능 금액은 계약의 해약환급금 범위 내에서 결정됩니다. 대출 신청 시점의 해약환급금을 기준으로 산출됩니다. 대출 이자와 원금은 계약 종료 시 상환되지 않은 경우 최종 환급금에서 차감됩니다.,"대출은 해약환급금 범위 내에서 가능하다고 안내합니다. 동시에, 해약환급금과 무관하게 임의로 산정되며, 이자를 내지 않아도 만기에 전액 보전된다고도 명시되어 있습니다.",True,8.0
사망진단서 외에 암보험에서 필요한 추가 서류는 무엇인가요?,"약관에 따르면 암보험 청구 시 진단서, 입원 확인서, 수술 확인서 등이 필요할 수 있습니다. 서류는 보험사에서 요구하는 양식에 따라 준비해야 합니다. 청구 사유와 관련된 추가 자료가 요구될 수 있으니 사전에 보험사에 확인하는 것이 좋습니다.","사망진단서만으로 청구가 가능하다고 약관에 나옵니다. 동시에, 사망진단서만으로는 불가하며 진단서·입원확인서·수술확인서 등이 모두 필요하다고도 적혀 있습니다.",True,8.0
청약 철회를 위해 반드시 지켜야 할 기간은 며칠인가요?,"KB 착한암보험 약관에서는 보험증권 수령 후 15일 이내, 또는 청약일로부터 30일 이내 청약 철회가 가능하다고 명시되어 있습니다. 청약 철회는 서면 또는 전자적 수단을 통해 진행할 수 있습니다.",보험증권 수령 후 15일 이내 또는 청약일부터 30일 이내 철회가 가능하다고 되어 있습니다. 하지만 계약이 성립되는 순간부터 철회 제도가 없다고도 안내합니다.,True,8.0
암보험에서 예외적으로 보장하지 않는 암의 종류는?,"약관에 따르면 기타피부암, 제자리암, 경계성종양, 중증갑상선암 이외의 갑상선암, 대장점막내암 등 특정 암 유형은 일반 암 보장에서 제외됩니다. 각 암에 대한 보장 여부는 약관에 명시된 정의와 조건에 따라 다릅니다.","기타피부암, 제자리암, 경계성종양 등이 보장 제외라고 쓰여 있습니다. 동시에, 모든 암을 전부 보장하므로 예외가 없다고도 명시됩니다.",True,8.0
보험료 납입 연체 시 발생할 수 있는 불이익은 무엇인가요?,"KB 착한암보험 약관에 따르면, 보험료 납입 연체 시 납입 최고(독촉) 기간 내에 납입하지 않으면 계약이 해지될 수 있습니다. 해지된 계약은 일정 기간 내에 부활 청약이 가능하나, 심사를 통해 제한이 있을 수 있습니다.","납입이 한 번만 연체돼도 즉시 계약이 해지된다고 합니다. 반면 3회 이상 연체돼야 해지되고, 해지 후 언제든 부활이 가능하다고도 나옵니다.",True,8.0
계약이 무효가 되는 조건에는 어떤 것들이 있나요?,"약관에 따르면 피보험자의 동의 없이 체결된 계약, 만 15세 미만자에 대한 사망 보험금 계약, 고지 의무 위반 등이 계약 무효 사유에 포함됩니다. 계약 무효 시 이미 납입된 보험료는 반환됩니다.","고지 의무 위반, 피보험자 동의 없는 계약, 만 15세 미만자 사망 보험 등이 무효 사유라고 안내합니다. 하지만 이런 사유가 생겨도 무효 처리가 되지 않는다고도 명시합니다.",True,8.0
계약 후 1년 이내 암 진단 시 보험금은 어떻게 지급되나요?,약관에 따르면 계약 후 1년 이내 암 진단 시 보험금은 50% 감액 지급됩니다. 이는 계약 초기의 리스크를 관리하기 위한 조치입니다.,"계약 후 1년 이내 진단 시 50% 감액 지급된다고 되어 있습니다. 한편, 가입 직후부터 100% 전액 지급이라고도 명시돼 있습니다.",True,8.0
피보험자 사망 시 보험금 지급 절차는 어떻게 되나요?,"사망 시 보험금 청구를 위해 사망진단서, 신분증, 보험금 청구서 등이 필요하며, 보험사는 청구일로부터 3영업일 이내 지급을 원칙으로 합니다. 추가적인 조사나 확인이 필요한 경우 지급 기간이 연장될 수 있습니다.","사망진단서·청구서 제출 후 3영업일 이내 지급이 원칙이라고 안내됩니다. 그러나 사망 후 6개월이 지나야 접수 가능하며, 접수 후 60일간은 지급할 수 없다고도 쓰여 있습니다.",True,8.0
보험금 지급이 거절되는 주요 사유는 무엇인가요?,"약관에 따르면 보험금 지급이 거절되는 주요 사유는 고지 의무 위반, 면책기간 내 발생한 사고, 계약 무효 사유에 해당하는 경우 등이 포함됩니다. 예를 들어, 피보험자가 보험 가입 시 기존 질병을 고지하지 않았거나 면책기간 동안 암 진단을 받은 경우 보험금 지급이 거절될 수 있습니다.","고지 의무 위반, 면책기간 내 암 진단 등은 거절 사유라고 되어 있습니다. 동시에, 어떤 사유로도 거절이 불가능하며 면책기간 내 발생도 100% 보장된다고도 안내합니다.",True,8.0
계약자 변경은 어떤 경우에 가능하며 절차는 무엇인가요?,"KB 착한암보험 약관에 따르면 계약자 변경은 계약자와 피보험자의 동의 하에 가능합니다. 변경을 위해 보험사에 서면 요청서를 제출해야 합니다. 필요한 서류에는 기존 계약자의 동의서, 새로운 계약자의 신분증 등이 포함될 수 있습니다.","기존 계약자와 피보험자의 동의, 보험사 승인이 필요하다고 명시됩니다. 동시에, 계약자 변경은 언제든 가능하며 동의나 승인 없이도 자유롭게 할 수 있다고도 나옵니다.",True,8.0
유방암 진단 시 보장 금액은 얼마인가요?,약관에 따르면 유방암 진단 시 보장 금액은 200만 원으로 설정되어 있습니다. 유방암은 고액암 및 일반 암과는 다른 금액으로 보장됩니다.,"유방암 보장 금액은 200만 원이라고 안내합니다. 동시에, 유방암도 일반 암과 마찬가지로 1,000만 원이 지급된다고도 나옵니다.",True,8.0
보험 계약 체결 전 알릴 의무를 이행하지 않으면 어떤 결과가 발생하나요?,약관에 따르면 계약 체결 전 알릴 의무를 이행하지 않을 경우 계약 해지 또는 보험금 지급 제한 등의 불이익이 발생할 수 있습니다. 고지하지 않은 질병이나 사고와 관련된 청구는 거절될 가능성이 높습니다.,고지 의무 위반 시 계약 해지나 보험금 거절이 가능하다고 합니다. 그러나 위반하더라도 계약이 해지되지 않고 모든 보험금이 지급된다고도 명시됩니다.,True,8.0
암보험에서 “보장 한도”란 무엇을 의미하나요?,"보장 한도는 보험 약관에서 정한 보험금 지급의 최대 한도를 의미합니다. 이는 특정 질병이나 사고에 대해 보험사가 지급할 수 있는 최대 금액입니다. 예를 들어, 암진단 보험금의 경우 각 암 유형별로 최대 지급 한도가 명시됩니다.","각 질병별로 최대 얼마까지 지급하는지 정해 놓은 금액이라고 합니다. 동시에, 모든 암에 한도 없이 무제한으로 지급된다고도 적혀 있습니다.",True,8.0
암보험료가 연령에 따라 어떻게 변동되나요?,"보험료는 가입 시점의 연령에 따라 산정됩니다. 연령이 높아질수록 보험사의 위험 부담이 증가하므로 보험료도 높아집니다. 연령 외에도 건강 상태, 보장 내용, 납입 기간 등이 보험료에 영향을 미칩니다.","연령이 높을수록 보험료가 올라간다고 안내합니다. 반면, 모든 연령대가 동일 보험료라는 규정도 함께 쓰여 있습니다.",True,8.0
암보험 가입 시 특약 선택은 필수인가요?,"특약은 선택적으로 가입할 수 있으며, 기본 보장 외 추가적인 혜택을 제공합니다. 필수 가입은 아닙니다. 특약 가입 여부는 개인의 필요에 따라 결정됩니다.","특약은 선택사항이라 가입자가 원치 않으면 생략 가능하다고 합니다. 동시에, 특약을 하나 이상 반드시 가입해야 계약이 성립된다고도 합니다.",True,8.0
암보험 약관을 읽을 때 반드시 체크해야 할 항목은?,"약관에서 암의 정의, 보험금 지급 조건, 면책사항, 보장 한도, 감액 지급 조건, 해약환급금 조건 등을 확인해야 합니다. 청약 철회 및 계약 취소 조건, 보험료 납입 연체 시 처리 절차 등도 중요한 체크 항목입니다.","면책기간, 감액 지급, 해약환급금 조건, 고지 의무 등은 반드시 확인하라고 안내합니다. 하지만 이 보험에는 그런 항목이 전혀 없어 따로 체크할 것이 없다고도 명시합니다.",True,8.0
해약환급금 미지급형 상품은 해약 시 어떤 영향을 미치나요?,"해약환급금 미지급형 상품은 보험료 납입 기간 중 계약 해지 시 환급금이 지급되지 않습니다. 이 상품은 상대적으로 낮은 보험료를 제공하지만, 중도 해지에 따른 금전적 손실 가능성이 있습니다.","중도 해지 시 환급금이 없다고 되어 있습니다. 동시에, 중도 해지해도 납입보험료 전액을 돌려준다고도 쓰여 있습니다.",True,8.0
계약자의 사망 후 보험수익자가 보험금을 받지 못할 수 있는 경우는?,약관에 따르면 수익자가 지정되지 않았거나 수익자가 계약 조건을 위반한 경우 보험금을 받을 수 없습니다. 법적 분쟁이나 상속 문제가 발생할 경우에도 지급이 지연되거나 제한될 수 있습니다.,"수익자를 지정하지 않거나 수익자 자격을 상실한 경우 보험금을 못 받는다고 합니다. 반면, 지정이 없어도 자동 상속 처리되어 어떤 경우에도 못 받는 일이 없다고도 안내합니다.",True,8.0
암보험 가입 시 가족력에 따른 영향은 무엇인가요?,"약관에서는 가족력이 보험 가입 심사에 영향을 미칠 수 있음을 명시하고 있습니다. 특히, 가족력이 있는 경우 보험사의 위험 평가에 따라 추가 서류 요구나 보험료 할증이 있을 수 있습니다. 가족력은 암보험 가입 심사에서 중요한 고려 요소로 작용하며, 이를 정확히 고지해야 합니다.","가족력이 있으면 보험료가 할증되거나 가입 제한이 발생할 수 있다고 합니다. 동시에, 가족력을 고려하지 않아 보험료가 오르지 않으며 제한도 없다고 명시합니다.",True,8.0
보험료 자동 납입 기능을 활용하면 어떤 장점이 있나요?,"약관에 따르면 보험료 자동 납입 기능은 납입 기일을 놓치는 것을 방지하며, 계약 해지 위험을 줄이는 데 도움이 됩니다. 자동 납입 설정 시 금융기관 계좌에서 정기적으로 보험료가 인출되므로 편리한 관리가 가능합니다.",자동 납입으로 연체 위험이 줄고 해지될 확률이 낮아진다고 합니다. 하지만 자동 납입이어도 납입이 지연되면 즉시 해지된다고도 쓰여 있습니다.,True,8.0
암보험 보장 범위에 포함되지 않는 상황은 어떤 경우인가요?,"약관에서는 면책 사유로 특정 상황을 명시합니다. 예를 들어, 고지 의무 위반, 면책기간 내 암 진단, 약관에서 정한 제외 암 등이 포함됩니다. 제외 암은 기타피부암, 제자리암, 경계성종양 등 특정 유형의 암이 포함될 수 있습니다.","면책기간 내 암, 기타피부암, 제자리암 등이 제외된다고 합니다. 동시에, 어떤 암이든 어떤 시점이든 전부 보장된다고도 안내됩니다.",True,8.0
보험 약관을 재발급받으려면 어떻게 해야 하나요?,"약관에 따르면 보험 약관 재발급은 고객센터 또는 해당 보험사 홈페이지를 통해 요청할 수 있습니다. 재발급 시 본인 확인이 필요하며, 일부 경우 우편 발송 비용이 청구될 수 있습니다.","고객센터나 홈페이지를 통해 재발급이 가능하다고 안내합니다. 동시에, 재발급 제도가 없어 신청 자체가 불가능하다고도 명시합니다.",True,8.0
암보험의 공시이율은 무엇을 의미하나요?,"공시이율은 보험사가 정기적으로 공시하는 이율로, 보험료 적립 및 해약환급금 산출에 영향을 미칩니다. 이는 시장 금리 변동에 따라 조정되며, 가입자가 받는 환급금의 기준이 됩니다.","환급금 산출 등에 사용하는 기준 금리라고 되어 있습니다. 반면, 공시이율을 전혀 사용하지 않는다고도 안내합니다.",True,8.0
암보험 가입 후 일정 기간 동안 다른 보험으로 변경 가능한가요?,약관에 따르면 청약 철회 기간 내에는 계약을 취소하고 다른 보험으로 변경할 수 있습니다. 청약 철회 기간은 보험증권 수령 후 15일 이내입니다. 청약 철회 이후에는 계약 해지 후 재가입 절차를 거쳐야 합니다.,"보험증권 수령 후 15일 이내에 언제든지 청약 철회로 변경할 수 있다고 안내됩니다. 동시에, 청약 철회 자체가 없어 일단 가입하면 변경이 불가능하다고도 적혀 있습니다.",True,8.0
암보험 특약 중 가장 많이 활용되는 특약은 무엇인가요?,"많이 활용되는 특약으로는 암 치료비 지원 특약, 입원비 보장 특약, 수술비 특약 등이 있습니다. 각 특약은 기본 보장을 보완하며, 필요에 따라 선택 가능합니다.","암 치료비 지원 특약, 입원비 보장 특약 등이 가장 많이 활용된다고 합니다. 한편, 이 보험에는 어떤 특약도 운영하지 않아 특약 가입이 불가능하다고도 안내합니다.",True,8.0
보험 설계사가 설명을 생략한 경우 계약 해지가 가능한가요?,약관에 따르면 설계사가 중요 내용을 설명하지 않았다면 계약자는 계약 성립 후 3개월 이내에 계약을 취소할 수 있습니다. 계약 취소 시 납입한 보험료와 이자를 환불받을 수 있습니다.,"설명 누락 시 3개월 이내 계약을 취소할 수 있다고 나와 있습니다. 동시에, 어떤 설명이 빠져도 해지할 수 없다고도 명시합니다.",True,8.0
암보험 가입 후 청구 가능한 최단 기간은 언제인가요?,암보험은 면책기간(가입 후 90일) 이후부터 보험금 청구가 가능합니다. 면책기간 내 발생한 암 진단은 보장되지 않습니다.,"면책기간 90일 후에 청구할 수 있다고 합니다. 동시에, 면책기간 자체가 없어 가입 즉시 청구 가능하다는 언급도 있습니다.",True,8.0
암보험에 가입하지 못하는 건강 상태는 어떤 것들이 있나요?,"약관에 따르면 심각한 기존 질병, 최근 암 진단 기록, 치료 중인 중증 질환 등이 가입 제한 사유가 될 수 있습니다. 보험사는 가입 심사에서 건강 상태를 평가하여 제한 여부를 결정합니다.",최근 5년 내 암 치료 이력이 있으면 가입이 어렵다고 나옵니다. 그런데 어떤 질병 이력이든 전부 허용되어 가입 거절이 없다고도 쓰여 있습니다.,True,8.0
"암보험에서 ""계약 부활""이란 무엇을 의미하나요?","약관에 따르면 계약 부활이란 보험료 납입 연체로 해지된 계약을 일정 기간 내에 복원시키는 것을 의미합니다. 부활을 위해서는 해약환급금을 수령하지 않았어야 하며, 피보험자의 건강 상태에 대한 심사가 필요할 수 있습니다.","납입 연체로 해지된 계약을 일정 기간 내 복원하는 제도라고 합니다. 동시에, 그런 절차가 전혀 없어 일단 해지되면 복구할 수 없다고도 안내합니다.",True,8.0
보험료 납입 기간 중 계약 변경이 가능한가요?,"보험료 납입 기간 중 계약 변경은 보험사에 신청하여 승인받아야 가능하며, 보장 내용, 납입 방식 등의 변경이 포함됩니다. 변경 요청 시 추가 서류나 비용이 발생할 수 있습니다.","납입 기간 중에도 보장 범위나 수익자 변경 등을 자유롭게 신청할 수 있다고 써 있습니다. 반면, 납입 기간에는 어떤 변경도 접수 불가능하다고도 명시합니다.",True,8.0
보험계약자가 스스로 계약을 해지하려면 어떤 절차를 거쳐야 하나요?,"계약자는 보험사에 해지 신청서를 제출하여 계약을 해지할 수 있습니다. 해지 전에 환급금 예상 금액을 확인하는 것이 권장됩니다. 해지 후에는 납입한 보험료 중 일부 또는 전부를 환급받을 수 있으나, 해약환급금 미지급형의 경우 환급금이 없을 수 있습니다.","해지 신청서를 내면 간단히 해지할 수 있다고 안내됩니다. 동시에, 해지 제도가 없으므로 스스로 해지할 수 없다고도 쓰여 있습니다.",True,8.0
암보험 보장 금액을 증액하려면 어떻게 해야 하나요?,보장 금액 증액은 추가 계약을 체결하거나 기존 계약을 변경하는 방식으로 가능합니다. 이 과정에서 추가 심사 및 보험료 조정이 필요할 수 있습니다. 증액 요청은 보험사의 승인을 거쳐 진행됩니다.,"추가 심사를 거쳐 기존 계약에서 보장 금액을 올릴 수 있다고 나옵니다. 한편, 증액은 불가능하므로 신규 계약만 가능하다고도 안내합니다.",True,8.0
암보험 가입 시 납입 방식은 어떤 것들이 있나요?,"암보험 납입 방식에는 월납, 분기납, 반기납, 연납 등 다양한 옵션이 제공됩니다. 납입 방식 선택은 보험료 부담을 조정하는 데 도움이 될 수 있습니다.","월납, 분기납, 연납 등 다양한 방식이 가능하다고 합니다. 동시에, 월납만 허용되며 다른 납입 방식은 불가능하다고도 명시합니다.",True,8.0
암보험을 상속 재산으로 포함할 수 있나요?,"암보험은 상속 재산으로 포함되지 않으며, 지정된 수익자가 보험금을 수령합니다. 수익자가 지정되지 않은 경우 상속 절차에 따라 처리됩니다.","수익자에게 직접 지급되므로 상속 재산이 아니라고 합니다. 반면, 어떤 경우에도 상속 재산으로 분류돼 법정 상속 순위에 따라 분배된다고도 안내합니다.",True,8.0
보험료 연체로 해지된 계약을 부활시키기 위해 필요한 조건은?,"계약 부활은 해지일로부터 3년 이내에 신청 가능하며, 부활 시 건강 심사가 필요할 수 있습니다. 해약환급금을 수령하지 않아야 하며, 연체된 보험료를 납부해야 합니다.","해지 후 3년 이내 부활 신청이 가능하고, 미납분과 이자를 내면 복원할 수 있다고 합니다. 동시에, 해지 뒤에는 부활 신청 자체가 금지돼 재가입도 불가능하다고도 명시합니다.",True,8.0
암보험의 납입 기간과 보장 기간을 다르게 설정할 수 있나요?,"약관에 따르면 납입 기간과 보장 기간을 다르게 설정하는 것이 가능합니다. 예를 들어, 20년 납입 후 평생 보장받는 형태가 일반적입니다. 이 옵션은 장기적인 보험료 부담을 조정하는 데 유리합니다.","20년 납입 후 평생 보장 등으로 납입 기간과 보장 기간을 분리할 수 있다고 안내합니다. 동시에, 둘은 항상 동일해야 하므로 납입 종료와 함께 보장도 종료된다고도 되어 있습니다.",True,8.0
계약 내용 변경 시 추가로 발생할 수 있는 비용은 무엇인가요?,"계약 내용 변경 시 추가 심사 비용, 보험료 조정 비용 등이 발생할 수 있습니다. 특히 보장 범위 확대나 특약 추가의 경우 보험료 인상이 예상됩니다.","계약 변경 시 별도의 비용이 없다고 합니다. 그런데 심사 비용, 수수료, 보험료 재산정 비용 등이 발생한다는 문구도 함께 있습니다.",True,8.0
암보험의 보험료가 가장 낮은 연령대는 언제인가요?,"보험료는 가입 시 연령에 따라 산정되며, 일반적으로 젊을수록 낮은 보험료가 적용됩니다. 20~30대 가입자가 가장 낮은 보험료를 부담하는 경향이 있습니다.","젊을수록 보험료가 낮아 20~30대가 저렴하다고 합니다. 동시에, 40대가 가장 낮은 보험료를 적용받으며 연령이 높아질수록 할인 폭이 커진다고도 안내합니다.",True,8.0
